"","year","loc","area","ur_perc","minimal_distance","tik","voters_n_scaled","voters_n","prot_full_perc","investment","investment_scaled","rural_perc","titular_perc","budget_autonomy_scaled","mun_spent_scaled","mun_spent","ID_3","area2","month_count","id","krpf_kurultai","str","proximity","proximity_scaled","month_count_scaled","krpf_kurultai_scaled","rural_perc_scaled","titular_perc_scaled"
"6077","2021","№565","Салават",75.4575707154742,23.7765396537291,"ТИК городского округа город Салават Республики Башкортостан",1.05961818675069,1650,24.3760399334443,119967,1.8132984824586,0,18.7716641426889,2.14746026968798,-0.977142482561049,789.7,"Салават","г. Салават",17,"УИК №565",0.563829787234043,"УИК",287.573302443546,1.43953032109711,-0.892024413325675,4.04390198363382,-1.53694817130127,-0.813744428502647
"6078","2021","№566","Салават",59.009009009009,24.6186282274176,"ТИК городского округа город Салават Республики Башкортостан",0.789080961025244,1450,39.7897897897898,119967,1.8132984824586,0,18.7716641426889,2.14746026968798,-0.977142482561049,789.7,"Салават","г. Салават",17,"УИК №566",0.544468546637744,"УИК",286.731213869857,1.42868254237082,-0.892024413325675,3.85393839244637,-1.53694817130127,-0.813744428502647
"6079","2021","№567","Салават",67.4528301886792,24.0322622492109,"ТИК городского округа город Салават Республики Башкортостан",-0.0225307161511001,850,31.7610062893082,119967,1.8132984824586,0,18.7716641426889,2.14746026968798,-0.977142482561049,789.7,"Салават","г. Салават",17,"УИК №567",0.268835616438356,"УИК",287.317579848064,1.43623610452919,-0.892024413325675,1.14955480660289,-1.53694817130127,-0.813744428502647
"6080","2021","№568","Салават",87.624466571835,24.2747033212811,"ТИК городского округа город Салават Республики Башкортостан",-0.0225307161511001,850,11.9487908961593,119967,1.8132984824586,0,18.7716641426889,2.14746026968798,-0.977142482561049,789.7,"Салават","г. Салават",17,"УИК №568",0.15014164305949,"УИК",287.075138775994,1.43311298044681,-0.892024413325675,-0.0150158893300869,-1.53694817130127,-0.813744428502647
"6081","2021","№569","Салават",64.2570281124498,24.2537133393,"ТИК городского округа город Салават Республики Башкортостан",-0.0225307161511001,850,35.2074966532798,119967,1.8132984824586,0,18.7716641426889,2.14746026968798,-0.977142482561049,789.7,"Салават","г. Салават",17,"УИК №569",0.378076062639821,"УИК",287.096128757975,1.43338337323816,-0.892024413325675,2.22137184023437,-1.53694817130127,-0.813744428502647
"6082","2021","№57","Уфа",67.7044854881267,117.960354691332,"Уфа",2.27703570251521,2550,32.0844327176781,78027,0.950285391508443,1.00730263717548,14.7968572713065,1.31396524615534,-0.740070019652442,998.6,"Уфа","г. Уфа",35,"УИК №57",0.360801781737194,"УИК",193.389487405943,0.226255118168539,-0.514585581792875,2.05188453805853,-1.51278468570068,-0.985724675892167
"6083","2021","№570","Салават",35.9673024523161,24.4444150628131,"ТИК городского округа город Салават Республики Башкортостан",0.518543735299796,1250,62.8519527702089,119967,1.8132984824586,0,18.7716641426889,2.14746026968798,-0.977142482561049,789.7,"Салават","г. Салават",17,"УИК №570",0.550314465408805,"УИК",286.905427034462,1.43092675505804,-0.892024413325675,3.91129585970253,-1.53694817130127,-0.813744428502647
"6084","2021","№571","Салават",76.9425675675676,23.9873842523127,"ТИК городского округа город Салават Республики Башкортостан",0.65381234816252,1350,21.4527027027027,119967,1.8132984824586,0,18.7716641426889,2.14746026968798,-0.977142482561049,789.7,"Салават","г. Салават",17,"УИК №571",0.631724137931034,"УИК",287.362457844962,1.43681422255055,-0.892024413325675,4.71005013749781,-1.53694817130127,-0.813744428502647
"6085","2021","№572","Салават",42.1052631578947,24.1138910462478,"ТИК городского округа город Салават Республики Башкортостан",0.450909428868434,1200,55.9716599190283,119967,1.8132984824586,0,18.7716641426889,2.14746026968798,-0.977142482561049,789.7,"Салават","г. Салават",17,"УИК №572",0.481907894736842,"УИК",287.235951051027,1.43518456297451,-0.892024413325675,3.24012203894289,-1.53694817130127,-0.813744428502647
"6086","2021","№573","Салават",23.6719478098788,24.2747033212811,"ТИК городского округа город Салават Республики Башкортостан",0.789080961025244,1450,73.1593662628145,119967,1.8132984824586,0,18.7716641426889,2.14746026968798,-0.977142482561049,789.7,"Салават","г. Салават",17,"УИК №573",0.514880952380952,"УИК",287.075138775994,1.43311298044681,-0.892024413325675,3.56363852082079,-1.53694817130127,-0.813744428502647
"6087","2021","№574","Салават",62.797619047619,24.7938221752477,"ТИК городского округа город Салават Республики Башкортостан",0.518543735299796,1250,33.9285714285714,119967,1.8132984824586,0,18.7716641426889,2.14746026968798,-0.977142482561049,789.7,"Салават","г. Салават",17,"УИК №574",0.560928433268859,"УИК",286.556019922027,1.4264256952414,-0.892024413325675,4.01543523245685,-1.53694817130127,-0.813744428502647
"6088","2021","№575","Салават",64.1509433962264,24.8331213103852,"ТИК городского округа город Салават Республики Башкортостан",-0.495970861170634,500,35.1415094339623,119967,1.8132984824586,0,18.7716641426889,2.14746026968798,-0.977142482561049,789.7,"Салават","г. Салават",17,"УИК №575",0.150395778364116,"УИК",286.51672078689,1.42591944407563,-0.892024413325675,-0.0125224305625995,-1.53694817130127,-0.813744428502647
"6089","2021","№576","Салават",85.4441260744986,23.6612122835093,"ТИК городского округа город Салават Республики Башкортостан",1.60069263820159,2050,14.3839541547278,119967,1.8132984824586,0,18.7716641426889,2.14746026968798,-0.977142482561049,789.7,"Салават","г. Салават",17,"УИК №576",0.514155251141552,"УИК",287.688629813766,1.44101596742021,-0.892024413325675,3.55651827390893,-1.53694817130127,-0.813744428502647
"6090","2021","№577","Салават",77.8659611992945,25.0073447484324,"ТИК городского округа город Салават Республики Башкортостан",0.65381234816252,1350,21.3403880070547,119967,1.8132984824586,0,18.7716641426889,2.14746026968798,-0.977142482561049,789.7,"Салават","г. Салават",17,"УИК №577",0.587859424920128,"УИК",286.342497348843,1.423675099046,-0.892024413325675,4.27966974071932,-1.53694817130127,-0.813744428502647
"6091","2021","№578","Салават",64.4890038809832,24.9130688550104,"ТИК городского округа город Салават Республики Башкортостан",1.46542402533886,1950,34.1526520051746,119967,1.8132984824586,0,18.7716641426889,2.14746026968798,-0.977142482561049,789.7,"Салават","г. Салават",17,"УИК №578",0.54122621564482,"УИК",286.436773242265,1.42488956040199,-0.892024413325675,3.82212613144115,-1.53694817130127,-0.813744428502647
"6092","2021","№579","Салават",66.6852367688022,24.9742672541656,"ТИК городского округа город Салават Республики Башкортостан",1.46542402533886,1950,31.5877437325905,119967,1.8132984824586,0,18.7716641426889,2.14746026968798,-0.977142482561049,789.7,"Салават","г. Салават",17,"УИК №579",0.620488940628638,"УИК",286.375574843109,1.42410120308046,-0.892024413325675,4.5998155470723,-1.53694817130127,-0.813744428502647
"6093","2021","№58","Уфа",51.7989720159909,119.120079204132,"Уфа",2.00649847678976,2350,47.9154768703598,78027,0.950285391508443,1.00730263717548,14.7968572713065,1.31396524615534,-0.740070019652442,998.6,"Уфа","г. Уфа",35,"УИК №58",0.356870229007634,"УИК",192.229762893143,0.211315555643419,-0.514585581792875,2.01330995025072,-1.51278468570068,-0.985724675892167
"6094","2021","№580","Салават",40.4476418864908,24.534648928965,"ТИК городского округа город Салават Республики Башкортостан",1.60069263820159,2050,58.5931254996003,119967,1.8132984824586,0,18.7716641426889,2.14746026968798,-0.977142482561049,789.7,"Салават","г. Салават",17,"УИК №580",0.561630218687873,"УИК",286.81519316831,1.4297643630672,-0.892024413325675,4.02232082833464,-1.53694817130127,-0.813744428502647
"6095","2021","№581","Салават",48.8748874887489,23.6612122835093,"ТИК городского округа город Салават Республики Башкортостан",0.65381234816252,1350,48.4248424842484,119967,1.8132984824586,0,18.7716641426889,2.14746026968798,-0.977142482561049,789.7,"Салават","г. Салават",17,"УИК №581",0.538330494037479,"УИК",287.688629813766,1.44101596742021,-0.892024413325675,3.79371464236979,-1.53694817130127,-0.813744428502647
